Input.num_items,Input.title_0,Input.url_0,Input.id_0,Input.type_0,Input.num_0,Input.dropbox_0,Input.filename_0,Input.title_1,Input.url_1,Input.id_1,Input.type_1,Input.num_1,Input.dropbox_1,Input.filename_1,Input.title_2,Input.url_2,Input.id_2,Input.type_2,Input.num_2,Input.dropbox_2,Input.filename_2,Input.title_3,Input.url_3,Input.id_3,Input.type_3,Input.num_3,Input.dropbox_3,Input.filename_3,Input.title_4,Input.url_4,Input.id_4,Input.type_4,Input.num_4,Input.dropbox_4,Input.filename_4,Answer.caption_0,Answer.caption_1,Answer.caption_2,Answer.caption_3,Answer.caption_4
5,Moses&colon; Open source toolkit for statistical machine translation,http://cis.upenn.edu/~ccb/publications/moses-toolkit.pdf,moses-toolkit,Figure,3,https://www.dropbox.com/request/74RK0QcO1OhiPaaOpzoN,moses-toolkit-figure-3.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Figure,1,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-figure-1.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,1,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-1.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,2,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-2.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,3,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-3.pdf,Example of graph of decoding steps,Statistics for the training and test sets used in the translation task. The number of words and the number of distinct words (case-insensitive) is based on the provided tokenizer.,"Participants in the shared translation task (European language pairs; individual system track). Not all teams participated in all language pairs. The translations from commercial and online systems were crawled by us, not submitted by the respective companies, and are therefore anonymized.","Participants in the shared system combination task. Not all teams participated in all language pairs.
∗ The Quaero Project entry combined outputs they received directly from LIMSI, KIT, SYSTRAN, and RWTH.",Participants in the featured translation task (Haitian Creole SMS into English; individual system track). Not all teams participated in both the ‘Clean’ and ‘Raw’ tracks.
5,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,4,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-4.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,5,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-5.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,6,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-6.pdf,Findings of the 2011 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt11-shared-tasks.pdf,findings-of-the-wmt11-shared-tasks,Table,11,https://www.dropbox.com/request/61mdnFHXY23xK31YGUrj,findings-of-the-wmt11-shared-tasks-table-11.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Figure,1,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-figure-1.pdf,"Examples of some of the Haitian Creole SMS messages that were sent to the 4636 short code along with their translations into English. Translations were done by volunteers who wanted to help with the relief effort. Prior to being distributed, the messages were anonymized to remove names, phone numbers, email addresses, etc. The anonymization guidelines specified that addresses be retained to facilitate work on mapping technologies.","Training data for the Haitian Creole-English featured translation task. The in-domain SMS data consists primarily of raw (noisy) SMS data. The in-domain data was provided by Mission 4636. The other data is out-of- domain. It comes courtesy of Carnegie Mellon University, Microsoft Research, Haitisurf.com, and Krengle.net.","A summary of the WMT11 ranking task, showing the number of systems and number of labels collected in each of the individual and system combination tracks. The system count does not include the reference translation, which was included in the evaluation, and so a value under “Labels per System” can be obtained only after adding 1 to the system count, before dividing the label count (e.g. in German-English, 4, 620/21 = 220.0).","Participants in the evaluation shared task. For comparison purposes, we include the BLEU and TER metrics as baselines.",Statistics for the training and test sets used in the translation task. The number of words is based on the provided tokenizer and the number of distinct words is the based on lowercased tokens.
5,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Figure,2,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-figure-2.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Figure,3,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-figure-3.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Figure,6,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-figure-6.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,1,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-1.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,2,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-2.pdf,This screenshot shows an annotator editing the output of a machine translation system.,This screenshot shows an annotator judging the acceptability of edited translations.,The percent of time that each system’s edited output was judged to be an acceptable translation. These numbers also include judgments of the system’s output when it was marked either incomprehensible or acceptable and left unedited. Note that the reference translation was edited alongside the system outputs. Error bars show one positive and one negative standard deviation for the systems in that language pair.,Participants in the shared translation task. Not all groups participated in all language pairs.,Participants in the system combination task.
5,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,3,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-3.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,4,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-4.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,5,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-5.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,6,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-6.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,7,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-7.pdf,The number of items that were judged for each task during the manual evaluation.,Inter- and intra-annotator agreement for the two types of manual evaluation,"A comparison between the best system combinations and the best individual systems. It was generally difficult to draw a statistically significant differences between the two groups, and between the combinations themselves.","Official results for the WMT09 translation task, based on the human evaluation (ranking translations relative to each other)",The system-level correlation of the automatic evaluation metrics with the human judgments for translation into English.
5,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,8,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-8.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,9,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-9.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,10,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-10.pdf,Findings of the 2009 Workshop on Statistical Machine Translation,http://cis.upenn.edu/~ccb/publications/findings-of-the-wmt09-shared-tasks.pdf,findings-of-the-wmt09-shared-tasks,Table,11,https://www.dropbox.com/request/WS20ewvmCqwfCemCkv5y,findings-of-the-wmt09-shared-tasks-table-11.pdf,Paraphrasing with Bilingual Parallel Corpora,http://cis.upenn.edu/~ccb/publications/paraphrasing-with-bilingual-parallel-corpora.pdf,paraphrasing-with-bilingual-parallel-corpora,Figure,1,https://www.dropbox.com/request/HyKRFabZDOD6JLTGcAez,paraphrasing-with-bilingual-parallel-corpora-figure-1.pdf,The system-level correlation of the automatic evaluation metrics with the human judgements for translation out of English.,The system-level correlation for automatic metrics ranking five English-Czech systems,Sentence-level consistency of the automatic metrics with human judgments for translations into English. Italicized numbers do not beat the random-choice baseline. (This table was corrected after publication.),Sentence-level consistency of the automatic metrics with human judgments for translations out of English. Italicized numbers do not beat the random-choice baseline. (This table was corrected after publication.),Using a monolingual parallel corpus to extract paraphrases
5,Paraphrasing with Bilingual Parallel Corpora,http://cis.upenn.edu/~ccb/publications/paraphrasing-with-bilingual-parallel-corpora.pdf,paraphrasing-with-bilingual-parallel-corpora,Figure,2,https://www.dropbox.com/request/HyKRFabZDOD6JLTGcAez,paraphrasing-with-bilingual-parallel-corpora-figure-2.pdf,Paraphrasing with Bilingual Parallel Corpora,http://cis.upenn.edu/~ccb/publications/paraphrasing-with-bilingual-parallel-corpora.pdf,paraphrasing-with-bilingual-parallel-corpora,Figure,3,https://www.dropbox.com/request/HyKRFabZDOD6JLTGcAez,paraphrasing-with-bilingual-parallel-corpora-figure-3.pdf,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Figure,2,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-figure-2.pdf,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Figure,3,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-figure-3.pdf,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Figure,4,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-figure-4.pdf,Using a bilingual parallel corpus to extract paraphrases,Phrases highlighted for manual alignment,"The agreement of individual Turkers with the experts. The most prolific Turker performed barely above chance, indicating random clicking. This suggests that users who contribute more tend to have lower quality.",Correlation with experts’ ranking of systems. All of the different ways of combining the non-expert judgments perform at the upper bound of expert-expert correlation. All correlate more strongly than Bleu.,"Bleu scores quantifying the quality of Turkers’ translations. The chart shows the average Bleu score when one LDC translator is compared against the other 10 translators (or the other 2 translators in the case of Urdu). This gives an upper bound on the expected quality. The Turkers’ translation quality falls within a standard deviation of LDC translators for Spanish, German and Chinese. For all languages, Turkers produce significantly better translations than an online machine translation system."
5,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Table,1,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-table-1.pdf,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Table,2,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-table-2.pdf,Fast Cheap and Creative&colon; Evaluating Translation Quality Using Amazon's Mechanical Turk,http://cis.upenn.edu/~ccb/publications/mechanical-turk-for-machine-translation-evaluation.pdf,mechanical-turk-for-machine-translation-evaluation,Table,3,https://www.dropbox.com/request/VltxwB9gFmcmXhavx1zy,mechanical-turk-for-machine-translation-evaluation-table-3.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,1,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-1.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,2,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-2.pdf,Self-reported demographic information from Turkers who completed the translation HIT. The statistics on the left are for people who appeared to do the task honestly. The statistics on the right are for people who appeared to be using MT (marked as using it 20% or more in the Detect MT HIT).,HTER scores for five MT systems. The edit rate decreases as the number of editors in- creases from zero (where HTER is simply the TER score between the MT output and the reference translation) and five.,The results of evaluating the MT output using a reading comprehension test,"Phrase-based SMT: Input is segmented into phrases, each is mapped into output phrase and may be reordered","Obtaining a high precision, low recall word alignment by intersecting two GIZA++ alignments"
5,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,3,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-3.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,4,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-4.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,5,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-5.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Figure,6,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-figure-6.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Table,1,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-table-1.pdf,"Adding additional alignment points. Potential points are points in the union of the two GIZA++ alignments (grey). In the growing step, neighbouring points are added, when they connect at least one unaligned word. In a final step outlying points may be added (see Section 2.3).",Figure 4: Pseudo-code of the grow-diag-final method to symmetrise word alignments. See Section 2.3 for variations of this method.,Definition of consistent word alignments: Words of an extracted phrase pair have to be aligned to each other and nothing else,"Possible orientations of phrases: monotone (m), swap (s), or discontinuous (d)","Different word alignment methods and the effect of the phrase table: Since alignment points restrict possible phrase pairs, fewer alignment points lead to larger phrase tables."
5,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Table,2,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-table-2.pdf,Edinburgh System Description for the 2005 IWSLT Speech Translation Evaluation,http://cis.upenn.edu/~ccb/publications/iwslt05-report.pdf,iwslt05-report,Table,3,https://www.dropbox.com/request/ukJ263jwOLgFgvJqSaMp,iwslt05-report-table-3.pdf,Improved Statistical Machine Translation Using Paraphrases,http://cis.upenn.edu/~ccb/publications/improved-statistical-machine-translation-using-paraphrases.pdf,improved-statistical-machine-translation-using-paraphrases,Figure,5,https://www.dropbox.com/request/wWKFUTP281Fi4thTrIDA,improved-statistical-machine-translation-using-paraphrases-figure-5.pdf,Improved Statistical Machine Translation Using Paraphrases,http://cis.upenn.edu/~ccb/publications/improved-statistical-machine-translation-using-paraphrases.pdf,improved-statistical-machine-translation-using-paraphrases,Figure,6,https://www.dropbox.com/request/wWKFUTP281Fi4thTrIDA,improved-statistical-machine-translation-using-paraphrases-figure-6.pdf,Improved Statistical Machine Translation Using Paraphrases,http://cis.upenn.edu/~ccb/publications/improved-statistical-machine-translation-using-paraphrases.pdf,improved-statistical-machine-translation-using-paraphrases,Table,2,https://www.dropbox.com/request/wWKFUTP281Fi4thTrIDA,improved-statistical-machine-translation-using-paraphrases-table-2.pdf,BLEU scores for systems trained using different alignment methods,"Best lexicalised reordering methods, compared against the baseline (using only distance-based reordering penalty): Improvements for all language pairs",{},{},"Bleu scores for the various training corpora, including baseline results without paraphrasing, results for only paraphrasing unknown words, and results for paraphrasing any unseen phrase. Corpus size is measured in sentences."
5,Improved Statistical Machine Translation Using Paraphrases,http://cis.upenn.edu/~ccb/publications/improved-statistical-machine-translation-using-paraphrases.pdf,improved-statistical-machine-translation-using-paraphrases,Table,3,https://www.dropbox.com/request/wWKFUTP281Fi4thTrIDA,improved-statistical-machine-translation-using-paraphrases-table-3.pdf,Further Meta-Evaluation of Machine Translation,http://cis.upenn.edu/~ccb/publications/further-meta-evaluation-of-machine-tranlsion.pdf,further-meta-evaluation-of-machine-tranlsion,Figure,1,https://www.dropbox.com/request/q4ilRAEHrm1jw2bEswiR,further-meta-evaluation-of-machine-tranlsion-figure-1.pdf,Further Meta-Evaluation of Machine Translation,http://cis.upenn.edu/~ccb/publications/further-meta-evaluation-of-machine-tranlsion.pdf,further-meta-evaluation-of-machine-tranlsion,Figure,2,https://www.dropbox.com/request/q4ilRAEHrm1jw2bEswiR,further-meta-evaluation-of-machine-tranlsion-figure-2.pdf,Further Meta-Evaluation of Machine Translation,http://cis.upenn.edu/~ccb/publications/further-meta-evaluation-of-machine-tranlsion.pdf,further-meta-evaluation-of-machine-tranlsion,Figure,3,https://www.dropbox.com/request/q4ilRAEHrm1jw2bEswiR,further-meta-evaluation-of-machine-tranlsion-figure-3.pdf,Further Meta-Evaluation of Machine Translation,http://cis.upenn.edu/~ccb/publications/further-meta-evaluation-of-machine-tranlsion.pdf,further-meta-evaluation-of-machine-tranlsion,Table,1,https://www.dropbox.com/request/q4ilRAEHrm1jw2bEswiR,further-meta-evaluation-of-machine-tranlsion-table-1.pdf,"Bleu scores for the various training corpora, when the paraphrase feature function is not included","Properties of the training and test sets used in the shared task. The training data is drawn from the Europarl corpus and from the Project Syndicate, a web site which collects political commentary in multiple languages. For Czech and Hungarian we use other available parallel corpora. Note that the number of words is computed based on the provided tokenizer and that the number of distinct words is the based on lowercased tokens.","In constituent-based evaluation, the source sentence was parsed, and automatically aligned with the reference translation and systems’ translations",Distributions of the amount of time it took to judge single sentences for the three types of man- ual evaluation,"Difficulty of the test set parts based on the original language. For each part, we average BLEU scores from the Edinburgh systems for 12 language pairs of the shared task."
